comment,date,page,timestamp(min),hour
재밌다,2019-02-21 22:34:57,30,27251.516666666666,2019-02-21 22:3
"스캐 엄청 재밌게 봤고, 감동적이고,연기 대박!!!👏👏👏 그리고 슬펐어요...ㅜㅜ  눈물이 자꾸 나더라고요 인생 최고의 드라마인 것 같아요!!💓💓💓",2019-02-21 20:22:52,30,27119.433333333334,2019-02-21 20:2
예서 어머님... 오늘 10시에 봄이오나봄을 무조건적으로 시청하셔야됩니다... 인생 코미디 드라마인 것을 아직도 정녕 모르셨던겁니까?,2019-02-21 20:00:38,30,27097.2,2019-02-21 20:0
스캐2♡♡♡♡,2019-02-21 19:23:59,30,27060.55,2019-02-21 19:2
지금에서야 드라마정주행인데 이수임진짜 패고싶네욬ㅋㅋㅋㅋㅋㅋㅋㅋ오지랖쩌네요ㅋ저기서 제일 비호감인듯ㅋㅋㅋ입도 드럽게싸고 굴러온돌이 박힌돌빼내려는것도 정말 소름끼치게 짜증남,2019-02-21 18:26:09,30,27002.716666666667,2019-02-21 18:2
안녕하세요,2019-02-21 17:24:25,30,26940.983333333334,2019-02-21 17:2
와 아직 톡하는분들 계시네 .. 올만에 들어와봤는데 지금 정주행중..,2019-02-21 16:16:20,31,26872.9,2019-02-21 16:1
스카이캐슬 주변사람들이 재밌다고해서 끝나기만을기다렸다가 이틀동안 정주행해서 방금 결말까지보고왔는데 진짜 너무너무 재밌게 잘 봤습니다!결말이 왜그러냐는 글들이많아서 걱정하고봤는데 개인적으로 아무 문제없었는데......어디가 이상했던건지..진짜 재밌게봤고 열연해주신 배우분들께 감사드려요~그리고 혜나랑 기준이 열애설났던데 대중들에게 많이 알려준만큼 오래 만나면 좋겠네요!,2019-02-21 15:37:39,31,26834.216666666667,2019-02-21 15:3
"김서형도 누군가가 폭주하는 자신을 막아주길 바랬던건가,,,피하지 않고 받아들이네",2019-02-21 15:35:56,31,26832.5,2019-02-21 15:3
기준 혜나 열애,2019-02-21 15:25:49,31,26822.383333333335,2019-02-21 15:2
헐,2019-02-21 15:25:30,31,26822.066666666666,2019-02-21 15:2
스카이캐슬 너무 재미있었어요!스카이 캐슬 2 했으면 좋겠어요! 예서(혜윤) 언니 진짜 연기 잘했어요!,2019-02-21 15:10:48,31,26807.366666666665,2019-02-21 15:1
차라리 예서가 더 양심있고 용기있네. 이기적이긴 해도 비뚤어진 욕망에 양심을 팔진 않네.  그 애미보다 낫다,2019-02-21 14:45:45,31,26782.316666666666,2019-02-21 14:4
3주가 넘었는데 20회는 왜 유료지??!!!!,2019-02-21 14:13:21,31,26749.916666666668,2019-02-21 14:1
정주행중. 14회. 김혜나 어여 죽었음함. 애가애다워야지. 시청률이왜이리높음지이해안감.ㅋ 욕망에가득한 부모들만 볼거리?,2019-02-21 12:49:59,31,26666.55,2019-02-21 12:4
ㄷㄹㄱ ㅈㅇㅎ,2019-02-21 12:40:52,31,26657.433333333334,2019-02-21 12:4
ㄷㄹㄱ ㅈㅇㅎ,2019-02-21 12:40:49,31,26657.383333333335,2019-02-21 12:4
ㄷㄹㄱ ㅈㅇㅎ,2019-02-21 12:40:46,31,26657.333333333332,2019-02-21 12:4
혜나는 누가죽였징?,2019-02-21 12:31:54,31,26648.466666666667,2019-02-21 12:3
보라 병규 좋은사랑해라!!!!,2019-02-21 12:27:20,31,26643.9,2019-02-21 12:2
아이유가 제일 이쁘당,2019-02-21 11:19:30,31,26576.066666666666,2019-02-21 11:1
보라 병규 사귀네요,2019-02-21 10:33:40,31,26530.233333333334,2019-02-21 10:3
그래서 행복이란 뭐져?? 욕심부리지 말고 살아야겠어오,2019-02-21 07:27:19,31,26343.883333333335,2019-02-21 07:2
보통 자기한테 해를 입힌 사람에게 복수는 할 수 있어도 죄없이 행복하게 사는 남을 미워하지는 않는데,2019-02-21 07:18:39,31,26335.216666666667,2019-02-21 07:1
이 드라마가 ‘남의 불행이 나의 행복’을 기반으로 만들어졌는데 자기 가정이 파괴돼서 다른 가정의 행복도 있을 수 없다는 거,2019-02-21 07:17:31,31,26334.083333333332,2019-02-21 07:1
전 마지막회 보는 중이에요 ㅋㅋㅋ,2019-02-21 07:15:29,31,26332.05,2019-02-21 07:1
"18회짼데 볼수록 열받아서,,,끝까지 볼수 있을까싶다,,,어휴,,,권선징악 엔딩 아니면 정말 빡칠듯",2019-02-21 05:52:06,32,26248.666666666668,2019-02-21 05:5
원래도 애 낳을 생각 없었지만 이 드라마 보고나서 더욱 더 낳으면 안될것 같다는 생각이 드네요.,2019-02-21 05:29:20,32,26225.9,2019-02-21 05:2
도대체 왜 모든 사건마다 핵심 증거는  곽미향한테 모이는거냐 빡치게,2019-02-21 04:48:15,32,26184.816666666666,2019-02-21 04:4
곽미향 = 차민혁 = 미친 OOO. 내부모였음 절연했음,2019-02-21 03:53:17,32,26129.85,2019-02-21 03:5
"예서,, 남들눈엔 다 괴물로 보이는데 엄마 눈엔 천사로 보인다니 정말 소름이다",2019-02-21 03:15:50,32,26092.4,2019-02-21 03:1
"아니 근데,,,혜나가 우주생일에 죽는 설정은 너무 잔인하다,, 아무 죄없는 우주는 본인 생일이 매년 매년 얼마나 끔찍할까",2019-02-21 03:12:04,32,26088.633333333335,2019-02-21 03:1
이태란 때문에 우주가 희생양이 되었군,2019-02-21 03:01:56,32,26078.5,2019-02-21 03:0
"염정아 같은 캐릭이 괴물을 키워내는거임,,,진짜 저런 엄마들 많을까 걱정이 앞선다 헬조선을 만드는 원흉",2019-02-21 02:24:29,32,26041.05,2019-02-21 02:2
"15회 보구 있는데 와,,,,염정아 캐릭 정말 극혐,,,,,저런 인물이 실존할까 싶다",2019-02-21 02:20:38,32,26037.2,2019-02-21 02:2
스카이캐슬 본방사수+재방 복습 통틀어 매주 회당 최소 5번 이상씩 시청한 애청자로서 보증하는데 ‘눈이 부시게’ 드라마 꼭 보세요! 후회안하실거예요! 올해백상예술대상 염정아 장담못하게 됐어요 김혜자님 장난아니심ㅋ,2019-02-21 00:46:20,32,25942.9,2019-02-21 00:4
다같이 열혈사제 봅시다,2019-02-20 23:37:09,32,25873.716666666667,2019-02-20 23:3
다같이황품보자,2019-02-20 22:21:14,32,25797.8,2019-02-20 22:2
그리운 톡방스캐 처음부터다시볼꺼임ㅋㅋㅋ,2019-02-20 19:13:50,32,25610.4,2019-02-20 19:1
진짜 너무 해피엔딩이다... 마지막회에서 다 망쳤네..,2019-02-20 17:31:40,32,25508.233333333334,2019-02-20 17:3
스캐보고 울었는데 정상인가요?,2019-02-20 17:29:31,32,25506.083333333332,2019-02-20 17:2
10화 이제서야 보는데 전 이태란이 속시원하던데 ㅋㅋㅋㅋ,2019-02-20 04:50:42,32,24747.266666666666,2019-02-20 04:5
오늘 예빈이봤어요혼자 해장하러 대구탕집갔는데앞테이블에 여자아이하나가 비내리는 창문을바라보는데 예빈이......헐 잘못봤나 했는데 목소리 들으니 예빈이악 너무 좋았음그냥 그창밖을바라보고있는데 완전 분위기 쩔었어욧,2019-02-20 02:53:15,32,24629.816666666666,2019-02-20 02:5
영재아빠가 바람도 피고 했던거같던데,2019-02-20 01:46:20,32,24562.9,2019-02-20 01:4
근데 영재아빠는 아내가 자살해서 빡친거에요?? 아들에 대한 애정은 없는거에요???,2019-02-20 01:45:32,32,24562.1,2019-02-20 01:4
10회에서 이태란 진짜 밥맛 떨어지네 사람들 다 모인 곳에서 과거폭로라니,2019-02-20 01:27:54,32,24544.466666666667,2019-02-20 01:2
이 드라마 코미디+스릴러 드라마네요 ㅋㅋㅋ,2019-02-20 01:19:55,33,24536.483333333334,2019-02-20 01:1
진짜 배우님들 연기 최고입니다~~~~,2019-02-20 00:28:29,33,24485.05,2019-02-20 00:2
캬~~스캐 정주행중인데 김서형 연기 개쩌름 소름끼치게 잘하네ㅋㅋㅋㅋ와~~스캐 대박,2019-02-20 00:00:08,33,24456.7,2019-02-20 00:0
뿡뿡님 뭐하시는 건지 여쭤보고 싶어요...도배인가,2019-02-19 22:35:13,33,24371.783333333333,2019-02-19 22:3
혜나가 사이코는 아니져..물론 착한아이라곤 할 수 없지만 계속보다보면 사랑이 고픈 불쌍한 아이였단 걸 알게 될겁니다,2019-02-19 22:32:44,33,24369.3,2019-02-19 22:3
20회에서 갑분드림하이조심,2019-02-19 21:27:12,33,24303.766666666666,2019-02-19 21:2
스캐2나오면 꼭 본방사수해야지!,2019-02-19 21:04:41,33,24281.25,2019-02-19 21:0
스카이캐슬 어제 처음 봤는데 개꿀쟁네요 아직도 볼게 너무 많아서 행복하다!!,2019-02-19 14:48:46,33,23905.333333333332,2019-02-19 14:4
뒤늦게 캐슬 보는데 이태란 진짜 빡치네 아니 우주엄마 아닌척 착한척 모지?,2019-02-19 13:54:25,33,23850.983333333334,2019-02-19 13:5
해투에서 전현무가 스카이캐슬특집할때 윤세아 따라했는데 그거 먼저 보고 스카이캐슬 보는데 자꾸 전현무씨랑 겹쳐요 ㅋㅋㅋㅋㅋ진짜 비슷하게 표정따라했네여 ㅋㅋㅋ,2019-02-19 08:17:27,33,23514.016666666666,2019-02-19 08:1
이제 2화 보는데 재밌네요,2019-02-19 06:05:55,33,23382.483333333334,2019-02-19 06:0
현 11화 정주행 중인데 개꿀잼,2019-02-19 01:54:08,33,23130.7,2019-02-19 01:5
스캐2 제박요 시리즈!!!!!!,2019-02-19 00:33:38,33,23050.2,2019-02-19 00:3
스캐2   ♡♡♡,2019-02-18 17:38:07,33,22634.683333333334,2019-02-18 17:3
마지막 20회 아이들이 문제지 던지는 장면이 너무 인상적이었다 문제지 눈꽃같았다,2019-02-18 13:16:44,33,22373.3,2019-02-18 13:1
"이틀만에 정주행 다 했어요 !! ㅋㅋㅋ다들 하도 재밌다고 하길래 궁금해서 봤는데 도저히 다음회를 안볼 수 없게 만드는 드라마,,,너무 재밌게 잘봤습니다아 덕분에 힐링했어요 ♥️정말 좋은 교훈을 주는 스캐 최고!!!! 🔥🔥🔥💕💕💕",2019-02-18 12:12:11,33,22308.75,2019-02-18 12:1
완죤사랑~♡♡♡,2019-02-18 12:07:51,33,22304.416666666668,2019-02-18 12:0
최고입니다^---^,2019-02-18 12:07:36,33,22304.166666666668,2019-02-18 12:0
"SKY캐슬 시즌2 과연 서울의대만 가면 끝일까? 서울의대 혹은 법대생을 케어하는 쓰앵등장~ 서울의대 및 법대도 내신이 중요하다. 내신 성적, 국가고시 패스에 따라 잡을 수 있는 줄 색깔이 달라진다.  이런 스토리는 어떨까?",2019-02-18 07:06:45,33,22003.316666666666,2019-02-18 07:0
재밋당... 이렇게 몰입해서 봤던게 태후이후로 처음이네...,2019-02-18 04:02:56,33,21819.5,2019-02-18 04:0
2회보는중여,2019-02-18 00:02:26,34,21579.0,2019-02-18 00:0
저도 지금 막 정주행 끝났습니다! 원래 드라마 안보는데 ㅠㅠ 주말내내 미친듯이 봤네요,2019-02-17 23:27:54,34,21544.466666666667,2019-02-17 23:2
정주행하는데 혜나 싸이코인가요?,2019-02-17 22:06:46,34,21463.333333333332,2019-02-17 22:0
"SKY캐슬 끝난뒤로 재밌는 드라마가 없어요,, ㅎ",2019-02-17 22:02:37,34,21459.183333333334,2019-02-17 22:0
ㅜㅜ,2019-02-17 22:01:50,34,21458.4,2019-02-17 22:0
스캐2  ♡♡♡,2019-02-17 21:39:29,34,21436.05,2019-02-17 21:3
이거 드라마도 떴지만 ost부른 하진님이 더 떴을듯,2019-02-17 20:41:34,34,21378.133333333335,2019-02-17 20:4
저두 정주행 완료~^^,2019-02-17 20:34:14,34,21370.8,2019-02-17 20:3
잘사는집은 쨌든 잘사는거네 현실이그렇지ㅠ,2019-02-17 19:39:24,34,21315.966666666667,2019-02-17 19:3
정주행 완료!,2019-02-17 19:04:55,34,21281.483333333334,2019-02-17 19:0
시간순삭이네요,2019-02-17 13:47:02,34,20963.6,2019-02-17 13:4
시즌2가자,2019-02-17 13:29:13,34,20945.783333333333,2019-02-17 13:2
예서네는 돼지갈비를 먹었는지 파스타를 먹었는지 궁금해 죽겠고 민자영이 온 뒤로 어떻게 됬는지도 너무 궁금한데 시즌 2 안하나 ?,2019-02-17 10:19:25,34,20755.983333333334,2019-02-17 10:1
"별빛승혜 술취하고도 어쩜 그리 우아할 수가 있지 ? 술취한거 몇 화였더라 .. 예서 , 서준이 전교 회장 부회장 되서 축하파티 연 날이었는데 ..",2019-02-17 10:17:57,34,20754.516666666666,2019-02-17 10:1
이거2 나왔음 좋겠네요,2019-02-17 00:33:53,34,20170.45,2019-02-17 00:3
10회보는중인데 결말 결국 통쾌한복수는 없는건가요,2019-02-17 00:15:33,34,20152.116666666665,2019-02-17 00:1
출석,2019-02-16 23:35:37,34,20112.183333333334,2019-02-16 23:3
한서진도 등 ㅅ이다,2019-02-16 23:05:06,34,20081.666666666668,2019-02-16 23:0
위올라이~~~,2019-02-16 22:57:24,34,20073.966666666667,2019-02-16 22:5
tell you the truth,2019-02-16 22:12:15,34,20028.816666666666,2019-02-16 22:1
We all lie,2019-02-16 22:12:06,35,20028.666666666668,2019-02-16 22:1
스캐 2나와라,2019-02-16 22:00:51,35,20017.416666666668,2019-02-16 22:0
위올라이,2019-02-16 22:00:24,35,20016.966666666667,2019-02-16 22:0
19회 재방안하나요?편성표가 없네요ㅜ,2019-02-16 20:52:18,35,19948.866666666665,2019-02-16 20:5
ㅇㅈ,2019-02-16 20:29:14,35,19925.8,2019-02-16 20:2
ㅜㅜ배우들 흥해라 이렇게 몰입감쩔게 연기해주는 배우들 너무 존경스러워요,2019-02-16 19:39:12,35,19875.766666666666,2019-02-16 19:3
스캐2♡♡♡,2019-02-16 19:23:23,35,19859.95,2019-02-16 19:2
17회 보는 중인데 보면서 젤 불쌍하다 느끼는 사람은 염정아.... 어찌 보면 악역인데 뭔가 가족들 뒤치다꺼리만 하는거같네 ㅠㅠ,2019-02-16 19:12:32,35,19849.1,2019-02-16 19:1
내 인생의 드라마 스카이캐슬 내인생의 배우 김서형씨❣️,2019-02-16 18:25:09,35,19801.716666666667,2019-02-16 18:2
진짜 영원히 하지 ㅜㅜ,2019-02-16 16:16:03,35,19672.616666666665,2019-02-16 16:1
너무 아쉬워서 눈물나네,2019-02-16 16:15:56,35,19672.5,2019-02-16 16:1
내 인생 드라마였음 ㄹㅇ,2019-02-16 16:15:45,35,19672.316666666666,2019-02-16 16:1
진짜 금요일토욜 맨날 스캐만 기다리고 있었는데 ㅠㅠ,2019-02-16 13:40:10,35,19516.733333333334,2019-02-16 13:4
진짜 꼭 봐야할 드라마다 !,2019-02-16 12:14:04,35,19430.633333333335,2019-02-16 12:1
강교수 집구조 사람죽어 나갈수 있으니 개조 바람니다보일러 배기까스 배출구가 실내로 탄소가 유입될수 있으니 배기구 위치를 개복구 바람니다. 반드시 사고를 미리 막아주시기 바람니다,2019-02-16 11:27:12,35,19383.766666666666,2019-02-16 11:2
스캐2는 없어요?,2019-02-16 10:15:56,35,19312.5,2019-02-16 10:1
메트로놈 템포(속도)맞추는 연습할때 쓰는거 맞아요,2019-02-16 09:59:03,35,19295.616666666665,2019-02-16 09:5
스캐 그립다,2019-02-16 03:36:41,35,18913.25,2019-02-16 03:3
김병철 배우님 ㅋㅋㅋ 연기력타고나신듯합니다,2019-02-16 02:31:17,35,18847.85,2019-02-16 02:3
하도 재밌다길래 초반부 지루한거 견디다 이제야 재밌게 보고 있는데요..요새 입시 정말 저렇게 치열합니까? 아이의 꿈은 없는건가요? 대한민국 입시의 현시점을 풍자한 드라마 같은데 현실로도 저런다면 정말 최악이네요,2019-02-16 02:09:34,35,18826.133333333335,2019-02-16 02:0
"메트로놈. 한글로는 박자기 입니다. 악기 연주 시 일정한 박자로 메트로놈을 돌려놓고 악기 연습하죠. 박자감을 향상시키는데 이용됩니다. 주로 피아노 연습 때 이용하죠. 속도가 아니라 리듬감,박자감 향상시키는 겁니다.",2019-02-16 01:36:06,36,18792.666666666668,2019-02-16 01:3
치즈케익 님  답변 감사합니다,2019-02-15 23:08:11,36,18644.75,2019-02-15 23:0
스캐2  고고,2019-02-15 23:03:01,36,18639.583333333332,2019-02-15 23:0
237s님/ ‘메트로놈’ 이라고 하고 음악할때 빠르기(모데라토..알레그로..안단테..)를 설정하면 좌우로 움직여서 속도 맞추는 연습할때 사용하는 기계입니다,2019-02-15 20:59:40,36,18516.233333333334,2019-02-15 20:5
마지막연출이 좀 아쉬웠음..아직은 뭐 배우는단계니깐 다음작품은 공부더해서 봐용~~,2019-02-15 20:20:34,36,18477.133333333335,2019-02-15 20:2
아니 질문드려요 하면 질문에 모른다거나 질의에 답은 안하고 지네들 각자 질문만하네 이건 무슨 경운지,2019-02-15 20:07:51,36,18464.416666666668,2019-02-15 20:0
작년에  너인이랑 스캐 두개본사 했는데  스캐 막방 개망작. ㅋ ㅋ  열혈사제 본사해야겠다.,2019-02-15 19:42:11,36,18438.75,2019-02-15 19:4
스카이캐슬 케이 아버지역으로 나왔던 배우 이름 아시는분?? 그분 연극배우신가요??,2019-02-15 19:10:48,36,18407.366666666665,2019-02-15 19:1
스캐 2는 안나오나요..? 나오면 진짜 꿀잼일듯,2019-02-15 19:03:24,36,18399.966666666667,2019-02-15 19:0
정말궁금해서 질문드려요 차교수가 책상에 놓고 쌍둥이에게 수학문제 풀어라하고선 초시계를 ㅇ ㅁ직였는데 그초시계를 뭐라고 불러요 사용 용도가 뭐죠?,2019-02-15 18:30:48,36,18367.366666666665,2019-02-15 18:3
하도 재밌다하길래 이제 정주행중인데 연기력 소름돋네,2019-02-15 17:31:19,36,18307.883333333335,2019-02-15 17:3
만약 스캐 2 나온다 하더라도 주인공들 바뀌면 안 봐 ㅡㅡ,2019-02-15 14:53:35,36,18150.15,2019-02-15 14:5
♡♡♡,2019-02-15 14:02:48,36,18099.366666666665,2019-02-15 14:0
스캐2,2019-02-15 14:02:42,36,18099.266666666666,2019-02-15 14:0
스카이캐슬. 시즌3.  ♡♡♡,2019-02-15 08:18:25,36,17754.983333333334,2019-02-15 08:1
이제와서 재방보는데.. 벌써 16회...4회남았는데 아쉽네요,2019-02-15 01:18:17,36,17334.85,2019-02-15 01:1
수한이 엄마 너무 예쁘시다,2019-02-15 01:11:13,36,17327.783333333333,2019-02-15 01:1
톡방 닫힌다는게 뭔소린가 했는데 검색창에 스카이캐슬 치면 보이던 실시간톡이 안보이네.. 편성표도 사라지고.. 이제 진짜 종영 실감나네ㅜ,2019-02-15 01:06:19,36,17322.883333333335,2019-02-15 01:0
정주행중 ㅠㅜㅜㅜㅜㅜㅜㅜ,2019-02-14 23:28:21,36,17224.916666666668,2019-02-14 23:2
스카이캐슬 끝나니 허전하고..눈만 높아져 볼게없네요ㅜㅜ,2019-02-14 23:09:15,36,17205.816666666666,2019-02-14 23:0
우리 염배우 또 조연영화 나오네... 왜 맨날 조연이야,2019-02-14 22:54:28,37,17191.033333333333,2019-02-14 22:5
이제야 보구있는데 겁나 잼있노,2019-02-14 22:29:34,37,17166.133333333335,2019-02-14 22:2
스카이캐슬2나오게해주세여,2019-02-14 22:10:05,37,17146.65,2019-02-14 22:1
바보상자속에서 나오는 한심한 드라마보고 열광하는 쯧ㅠ 안중근 의사는 불과 32살에 독립운동하시다 순국하셨다 본인 영달을 위해서만 악착같이사는 속물들아 반성해라,2019-02-14 22:04:33,37,17141.116666666665,2019-02-14 22:0
스캐2   ♡♡♡,2019-02-14 20:45:57,37,17062.516666666666,2019-02-14 20:4
이런 풍자드라마보고 주는 교훈 못읽고 자신은 저렇게 남탓하며 살면안되겠다 시야를 넓게보자 이런점은 못느끼고 누구들이 봐야겠네 누구탓이녜 극중 누가극성이녜 편가르기 흑백논리 펼치기바쁜사람들은 그냥 로맨스코미디 주말드라마나 보길바람 작가가 비웃겠다 지들 비꼬려고 만든 그대로 맞아떨어지게 지멋대로 해석하니..ㅋㅋ,2019-02-14 20:23:16,37,17039.833333333332,2019-02-14 20:2
오늘 분명히 19회 20회 재방 한다더니 안하네요ㅡㅡ,2019-02-14 19:57:00,37,17013.566666666666,2019-02-14 19:5
